video_id,clip_similarity,label
jIvgzOejsT8,0.35840755701065063,1
OZWROTl1apQ,0.3789811432361603,1
hsuB3wkSQAA,0.27605992555618286,1
41X-FsUJ82I,0.335389107465744,1
7Dfm_dEcaCA,0.33520931005477905,1
hxAt3Njp80k,0.31049150228500366,1
fYLGb7R0lQg,0.37665414810180664,1
5kuOMqm87Vw,0.3327219486236572,1
jV4UBKqxnH0,0.3339419662952423,1
fjCuo7J8GJo,0.36344802379608154,1
gvGuAFYCk0s,0.3319352865219116,1
vgnMn5VM0YY,0.3345171809196472,1
8dIUX3H1zVA,0.34860140085220337,1
YRNiaxSDUzI,0.33087265491485596,1
jCtJpzIKre8,0.36404067277908325,1
4wpyqd-9EKk,0.3310825526714325,1
BLgtUKaznTs,0.35116344690322876,1
2Ci82u5RTCI,0.3608790338039398,1
3rRbJAVW0IA,0.32654866576194763,1
RO6xdATAux0,0.3181616961956024,1
kyBD1Y8AbS8,0.283298134803772,1
znq_KaV1fdg,0.3284946084022522,1
5dZcMzfGVpM,0.33389878273010254,1
o6tKtZbtMBI,0.2527688145637512,1
POXPylU2WkA,0.2846238613128662,1
9x_h9DiA5vY,0.2624790668487549,1
QDHU6_6WCPA,0.24488016963005066,1
Mzoo3FY5H9c,0.25023362040519714,1
KjwOYQwUzGQ,0.28420737385749817,1
WgJufB10xu0,0.25356829166412354,1
blSBrCU9bkY,0.2398289442062378,1
peX2_vLCsV4,0.31689906120300293,1
JlHt9pEJvGw,0.28444361686706543,1
YQ5j43wKGZY,0.29283350706100464,1
-xgS3i3N2qU,0.30269646644592285,1
m7WpmpenK6s,0.3404540717601776,1
MG2eU0kMX64,0.3166984021663666,1
BBEFdClXkoA,0.35282984375953674,1
dpFHkvB9euc,0.2564907670021057,1
6HwYbSAqEn8,0.3699808716773987,1
uaUj_uSSSaM,0.3526148498058319,1
a9mvxtKgP4s,0.32465916872024536,1
hphlFlAfM6I,0.324025958776474,1
AiJeLPzfu4M,0.31211617588996887,1
UGAevXcg_WQ,0.3065992593765259,1
iyzEB1D7F4g,0.34369635581970215,1
setVhhcYEbU,0.30417361855506897,1
m1uaK-4vg6E,0.2979722321033478,1
mKgPGOa4CUQ,0.34109029173851013,1
uUt978D_4Vg,0.2694779634475708,1
ZecxFFqj6Dk,0.31944143772125244,1
t_4jM5vod2A,0.25188010931015015,1
-RYyTgWNlIw,0.3140750229358673,1
OClHVaZnx0c,0.29099103808403015,1
_ShVkz3kYUI,0.31937891244888306,1
_W5Jd-YtMjE,0.2870153784751892,1
-y0nld4Yv40,0.34148162603378296,1
0oZM27yfnjM,0.3220323622226715,1
1XbDoj1aOrM,0.28465956449508667,1
1cL9CRS5n28,0.2907474935054779,1
1wj3Ba6-dzg,0.31022173166275024,1
1zKz9s9D7dU,0.2611923813819885,1
2DAnEEduSkY,0.28211551904678345,1
2jRQG3l9I_I,0.3541651964187622,1
3PjFBowJV6E,0.2768866717815399,1
3g_uG81OjNQ,0.25363481044769287,1
4Ysfya6XYjk,0.27496764063835144,1
5G3CbYVzw6M,0.3132975697517395,1
5ZO5_CfTMoc,0.2741941809654236,1
5ZX_eypUHns,0.299796462059021,1
5atRcJCTD5s,0.2550346255302429,1
7NBGJu5BKcY,0.3018483817577362,1
7Y0MFQNQYsY,0.21935531497001648,1
7dbZUuSqJDs,0.26999709010124207,1
7jZ7-kFWAQY,0.2807881236076355,1
08jhf7tSmmQ,0.2660380005836487,1
9PNpRQYMhas,0.296329140663147,1
36hOAcUWEiM,0.38794782757759094,1
76qnNkZ6-bA,0.31099748611450195,1
92bGRcDLs38,0.2922411561012268,1
489M-IfTT4M,0.30235230922698975,1
945lkzMIZWU,0.3561978340148926,1
AfOfPUyY5mA,0.25453221797943115,1
AmFHamyaCHY,0.32555559277534485,1
at9qQUJj-Po,0.28894126415252686,1
B5TcZ_EN4AY,0.26322370767593384,1
BAbPkzVRwv4,0.33637624979019165,1
b9eqDjjiB78,0.2779991328716278,1
bympMYTNS1s,0.32980114221572876,1
cCt9fbYrMgI,0.2841009497642517,1
cfKi70A-6iY,0.345806747674942,1
cmLCl67cM7U,0.3035944700241089,1
